Age,Sex,Types,Co2,Exercise,Num_of_use
30대,,일일(회원),0.67,74.39,1
40대,,일일(회원),1.14,160.14,1
20대,,일일(회원),1.05,128.11,2
10대,F,일일(회원),0.36,39.49,2
20대,F,일일(회원),0.28,26.14,1
30대,F,일일(회원),1.07,103.97,3
50대,F,일일(회원),0.8,88.71,1
기타,F,일일(회원),0.7,65.99,4
10대,M,일일(회원),0.08,8.75,3
20대,M,일일(회원),3.83,540.18,5
30대,M,일일(회원),2.32,342.8,9
기타,M,일일(회원),0.1,11.58,1
10대,,정기,7.38,961.83,16
20대,,정기,8.33,860.41,31
30대,,정기,0.87,98.95,7
40대,,정기,2.97,358.09,13
50대,,정기,3.05,393.95,15
60대,,정기,2.35,215.24,3
70대이상,,정기,0.53,58.4,1
기타,,정기,2.71,301.17,8
20대,,정기,0.94,107.42,3
30대,,정기,3.42,460.61,5
10대,F,정기,1.85,208.5,13
20대,F,정기,7.68,826.28,16
30대,F,정기,2.05,204.86,7
40대,F,정기,3.48,354.61,10
50대,F,정기,1.61,164.3,2
60대,F,정기,0.68,75.93,1
10대,M,정기,4.25,579.18,12
20대,M,정기,13.29,1608.62,30
30대,M,정기,7.14,1037.95,21
40대,M,정기,3.3,445.3,10
50대,M,정기,2.41,306.86,3
60대,M,정기,3.47,446,8
기타,M,정기,1.99,212.55,9
20대,,단체,3.71,411.17,2
기타,,일일(비회원),6.86,762.16,4
20대,,일일(회원),3.94,443.36,18
30대,,일일(회원),2.24,274.78,5
40대,,일일(회원),0.93,102.96,3
20대,,일일(회원),6.38,688.94,15
10대,F,일일(회원),0.4,44.69,1
20대,F,일일(회원),3.08,336.18,8
30대,F,일일(회원),3.29,319.28,10
기타,F,일일(회원),1.28,111.04,4
10대,M,일일(회원),1.81,180.64,2
20대,M,일일(회원),14.02,1602.11,17
30대,M,일일(회원),4.91,716.75,7
40대,M,일일(회원),1.1,130.84,3
50대,M,일일(회원),1.35,171.53,5
60대,M,일일(회원),0.81,93.22,3
기타,M,일일(회원),0.54,61.37,3
10대,,정기,0,0,1
20대,,정기,22.25,2309.1,84
30대,,정기,20.79,2308.92,56
40대,,정기,12.84,1433.97,44
50대,,정기,15.95,1962.06,23
60대,,정기,2.85,318.43,11
기타,,정기,6.98,722.88,8
20대,,정기,3.67,311.09,9
30대,,정기,0.84,72.8,6
50대,,정기,0.19,24.65,1
10대,F,정기,1.05,107.74,8
20대,F,정기,21.11,2167.95,56
30대,F,정기,17.8,1837.03,57
40대,F,정기,2.36,239.03,6
50대,F,정기,2.31,219.91,10
60대,F,정기,2.24,171.61,5
70대이상,F,정기,0.26,28.41,2
기타,F,정기,15.31,1504.5,38
10대,M,정기,0.5,56.92,2
20대,M,정기,16.21,1942.3,47
30대,M,정기,20.9,2781.2,60
40대,M,정기,10.76,1446.11,42
50대,M,정기,6.27,814.98,9
60대,M,정기,4.4,478.27,9
기타,M,정기,2.84,347.35,12
40대,F,단체,0.77,63.11,2
기타,,일일(비회원),3.92,435.53,4
10대,,일일(회원),2.84,266.59,2
20대,,일일(회원),9.28,1025.94,16
30대,,일일(회원),6.64,761.48,15
기타,,일일(회원),2.3,245.5,2
10대,,일일(회원),0.13,12.2,1
20대,,일일(회원),0.55,70.39,1
30대,,일일(회원),2.04,278.15,1
10대,F,일일(회원),0.32,26.61,1
20대,F,일일(회원),7.43,667.33,14
30대,F,일일(회원),3.37,329.87,11
40대,F,일일(회원),0.44,39.18,1
기타,F,일일(회원),1.87,172.31,5
10대,M,일일(회원),2.71,323.76,8
20대,M,일일(회원),1.48,166.88,4
30대,M,일일(회원),4.12,458.68,10
40대,M,일일(회원),1.21,162.64,4
50대,M,일일(회원),0,0,1
기타,M,일일(회원),0.62,84.59,5
10대,,정기,0.77,89.13,2
20대,,정기,27.64,2810.86,90
30대,,정기,31.29,3417.77,91
40대,,정기,8.7,965.15,20
50대,,정기,4.09,509.21,18
60대,,정기,1.72,204.66,8
기타,,정기,5.1,550.17,10
20대,,정기,5.76,589.55,14
30대,,정기,4.41,404.06,18
40대,,정기,0.78,105.66,3
50대,,정기,0.19,21.36,1
10대,F,정기,0.48,43.2,4
20대,F,정기,20.41,1849.81,76
30대,F,정기,23.15,2132.88,61
40대,F,정기,2.73,283.03,7
50대,F,정기,2.54,270.64,9
60대,F,정기,21.49,1660.44,25
기타,F,정기,8.18,820.82,25
10대,M,정기,0.46,50.71,2
20대,M,정기,25.17,2898.3,71
30대,M,정기,23.7,3022.13,90
40대,M,정기,9.58,1245.11,23
50대,M,정기,14.55,1845.95,30
60대,M,정기,0.25,29.2,4
70대이상,M,정기,0.29,42.08,3
기타,M,정기,18.28,2324.5,44
30대,,단체,1.16,114.84,1
10대,F,단체,0.58,51.34,2
30대,F,단체,0.36,40.15,1
기타,,일일(비회원),7.62,844.99,19
10대,,일일(회원),17.32,1893.85,7
20대,,일일(회원),28.74,3155.49,51
30대,,일일(회원),13.4,1455.12,27
40대,,일일(회원),2.13,250.19,5
50대,,일일(회원),0.9,124.61,2
기타,,일일(회원),1.59,162.31,5
20대,,일일(회원),4.7,552.65,20
30대,,일일(회원),2.04,216.74,4
10대,F,일일(회원),6.25,653.82,9
20대,F,일일(회원),20.11,2082.42,47
30대,F,일일(회원),10.27,987.47,17
기타,F,일일(회원),7.98,741.69,20
10대,M,일일(회원),1.09,135.88,2
20대,M,일일(회원),11.41,1589.68,21
30대,M,일일(회원),17.61,2303.06,30
40대,M,일일(회원),2.63,325.07,7
기타,M,일일(회원),2.95,369.57,10
10대,,정기,3.38,365.79,8
20대,,정기,84.71,9274.47,267
30대,,정기,62.61,7662.03,194
40대,,정기,21.75,2499.65,56
50대,,정기,14.91,1868.3,58
60대,,정기,9.49,923.27,28
기타,,정기,2.73,283.66,9
20대,,정기,13.08,1519.19,46
30대,,정기,7.65,1040.34,30
40대,,정기,0.98,132.97,2
50대,,정기,1.29,131.67,2
10대,F,정기,2.62,267.41,5
20대,F,정기,30.76,3226.48,103
30대,F,정기,51.79,5198.17,131
40대,F,정기,9.49,843.99,32
50대,F,정기,11.63,1151.61,36
기타,F,정기,13.82,1423.67,25
10대,M,정기,15.04,1822.4,45
20대,M,정기,62.41,7999.97,181
30대,M,정기,43.23,5494.18,148
40대,M,정기,30.74,4043.77,84
50대,M,정기,22.22,2527.55,49
60대,M,정기,4.95,568.49,19
70대이상,M,정기,0.3,33.46,2
기타,M,정기,28.71,3622.07,95
20대,,단체,2.78,307.85,2
40대,,단체,0.95,122.54,2
40대,F,단체,2.61,260.05,4
기타,F,단체,0,0,1
40대,M,단체,8,1007,12
50대,M,단체,4.16,580.93,4
기타,M,단체,4.44,501.41,5
기타,,일일(비회원),13.37,1482.31,22
10대,,일일(회원),1.27,129.71,4
20대,,일일(회원),5.95,630.77,21
30대,,일일(회원),10.98,1270.81,13
40대,,일일(회원),3.7,412.47,7
50대,,일일(회원),0.82,88.31,2
기타,,일일(회원),1.39,153.93,2
20대,,일일(회원),3.35,334.07,6
30대,,일일(회원),0.2,26.87,1
40대,,일일(회원),0,0,1
10대,F,일일(회원),3.06,283.43,10
20대,F,일일(회원),13.49,1373.76,23
30대,F,일일(회원),5.85,527.02,12
40대,F,일일(회원),6.99,696.08,8
50대,F,일일(회원),1.48,160.13,3
60대,F,일일(회원),0.78,86.74,1
70대이상,F,일일(회원),0.36,47.32,1
기타,F,일일(회원),5.29,499.26,9
10대,M,일일(회원),3.74,446.24,6
20대,M,일일(회원),8.76,1060.76,19
30대,M,일일(회원),9.23,1099.41,15
40대,M,일일(회원),5.6,675.99,10
50대,M,일일(회원),0.93,122.49,2
기타,M,일일(회원),5.86,795.69,13
10대,,정기,3.26,344.84,9
20대,,정기,48.57,5783.71,130
30대,,정기,15.4,1770.45,42
40대,,정기,13.1,1496.37,38
50대,,정기,19.44,2374.24,51
60대,,정기,6.72,673.72,12
기타,,정기,0.34,39.85,2
20대,,정기,0.55,70.75,1
30대,,정기,7.61,838.32,25
40대,,정기,6.13,762.08,7
60대,,정기,1.39,127.88,4
10대,F,정기,0,0,3
20대,F,정기,30.76,3015.81,99
30대,F,정기,30.19,2993.21,68
40대,F,정기,16.52,1615.65,29
50대,F,정기,7.39,685.57,15
기타,F,정기,7.61,750.9,22
10대,M,정기,0.43,55.11,2
20대,M,정기,13.61,1651.73,29
30대,M,정기,23.29,2903.7,56
40대,M,정기,20.97,2722.91,43
50대,M,정기,25.38,3034.42,39
60대,M,정기,7.31,1002.1,16
70대이상,M,정기,0.35,41.26,2
기타,M,정기,7.35,977.41,18
10대,,단체,0,0,1
20대,,단체,2.09,242.35,3
40대,,단체,1.55,141.83,3
10대,F,단체,1.39,118.4,1
20대,F,단체,1.25,124.49,3
40대,F,단체,18.03,1665.65,14
기타,F,단체,4.28,474.02,5
10대,M,단체,4.43,449.95,5
50대,M,단체,0.41,48.8,1
50대,,일일(비회원),2.93,325.1,2
기타,,일일(비회원),12.7,1407.76,23
10대,,일일(회원),3.69,367.49,7
20대,,일일(회원),22.9,2345.61,50
30대,,일일(회원),13.63,1610.82,29
40대,,일일(회원),6.89,765.02,11
50대,,일일(회원),1.06,110.6,3
기타,,일일(회원),6.87,725.49,10
10대,,일일(회원),1.18,135.24,3
20대,,일일(회원),7.51,830.09,11
40대,,일일(회원),0.84,102.06,1
50대,,일일(회원),0.09,8.79,1
10대,F,일일(회원),7.01,654.63,14
20대,F,일일(회원),13.58,1408.58,41
30대,F,일일(회원),12.61,1208.84,25
40대,F,일일(회원),8.24,872.68,16
50대,F,일일(회원),2.45,234.68,4
60대,F,일일(회원),0.53,58.29,2
기타,F,일일(회원),4.02,375.79,10
10대,M,일일(회원),12.08,1437.88,21
20대,M,일일(회원),21.36,2575.04,47
30대,M,일일(회원),11.14,1430.27,19
40대,M,일일(회원),7.22,916.08,10
50대,M,일일(회원),6.12,791.85,10
60대,M,일일(회원),0.52,55.89,1
기타,M,일일(회원),13.25,1659.31,24
10대,,정기,3.69,401.43,14
20대,,정기,64.37,7277.45,194
30대,,정기,51.99,6169.14,167
40대,,정기,23.78,2722.36,55
50대,,정기,16.59,1971.8,37
60대,,정기,12.45,1296.63,18
기타,,정기,4.47,479.84,9
10대,,정기,2.04,278.78,1
20대,,정기,5.73,669.05,18
30대,,정기,3.15,373.03,18
40대,,정기,3.66,448.49,9
10대,F,정기,1.47,143.35,11
20대,F,정기,30.99,2691.76,89
30대,F,정기,48.1,4828.84,116
40대,F,정기,30.13,3163.16,57
50대,F,정기,16.45,1617.79,38
60대,F,정기,6.41,601.47,14
기타,F,정기,7.16,652.77,22
10대,M,정기,2.81,292.07,9
20대,M,정기,44.91,5579.77,126
30대,M,정기,77.82,9555.01,256
40대,M,정기,28.36,3656.03,99
50대,M,정기,26.07,3379.37,68
60대,M,정기,21.42,2450.79,30
70대이상,M,정기,0,0,2
기타,M,정기,42.79,4991.38,81
20대,,단체,0.24,36.17,2
40대,,단체,0.92,86.81,2
기타,,일일(비회원),0.92,102.08,1
10대,,일일(회원),2.87,290.59,3
20대,,일일(회원),16.85,1815.79,47
30대,,일일(회원),4.36,503.4,9
40대,,일일(회원),0.98,92.87,3
10대,,일일(회원),0.26,21.86,1
20대,,일일(회원),2.05,202.09,5
30대,,일일(회원),2.92,312.98,3
40대,,일일(회원),1.36,177.17,2
10대,F,일일(회원),1.35,121.8,1
20대,F,일일(회원),7.97,848.39,13
30대,F,일일(회원),3.53,332.69,12
40대,F,일일(회원),0.34,32.96,5
50대,F,일일(회원),0.27,26.87,1
기타,F,일일(회원),0.89,90.14,5
10대,M,일일(회원),0.98,106.55,4
20대,M,일일(회원),10.75,1318.12,18
30대,M,일일(회원),6.35,772.5,22
40대,M,일일(회원),1.08,146.19,5
50대,M,일일(회원),1.28,141.31,2
기타,M,일일(회원),3.04,361.44,7
10대,,정기,0.46,40.98,1
20대,,정기,65.86,7546.39,186
30대,,정기,46.29,5416.43,136
40대,,정기,10.98,1386.71,30
50대,,정기,10.21,1204.07,29
60대,,정기,0.44,61.52,3
기타,,정기,0.68,80.3,4
20대,,정기,15.7,2040.53,42
30대,,정기,12.76,1434.8,34
40대,,정기,0.23,26.91,1
20대,F,정기,23.56,2376.13,77
30대,F,정기,35.04,3507.32,137
40대,F,정기,7.57,837.44,32
50대,F,정기,11.46,1092.99,36
70대이상,F,정기,0.27,41.39,1
기타,F,정기,12.31,1262.84,41
10대,M,정기,4.21,478.64,12
20대,M,정기,27.96,3347.74,90
30대,M,정기,39.5,5162.11,144
40대,M,정기,10.7,1475.67,47
50대,M,정기,5.42,707.46,17
60대,M,정기,7.58,880.12,6
70대이상,M,정기,0.57,79.94,2
기타,M,정기,12.45,1731.64,32
30대,M,단체,1.49,165.28,2
기타,,일일(비회원),0,0,2
20대,,일일(회원),2.4,240.06,7
30대,,일일(회원),3.54,347.82,4
40대,,일일(회원),0.94,108.79,1
기타,,일일(회원),1.41,151.87,2
20대,,일일(회원),0.49,46.16,1
50대,,일일(회원),0.56,61.78,1
20대,F,일일(회원),2.29,220.33,3
30대,F,일일(회원),0,0,1
40대,F,일일(회원),0.6,72.54,1
50대,F,일일(회원),0.61,67.18,1
10대,M,일일(회원),0.8,94.67,2
20대,M,일일(회원),1.38,209.58,2
30대,M,일일(회원),1.78,212.61,3
50대,M,일일(회원),0,0,1
기타,M,일일(회원),2.31,291.93,5
10대,,정기,0.76,85.81,2
20대,,정기,9.95,1120.35,19
30대,,정기,12.76,1211.33,30
40대,,정기,5.51,618.61,8
50대,,정기,4.33,501.93,12
60대,,정기,0,0,1
기타,,정기,0.61,68.21,1
20대,,정기,1.05,126.59,5
30대,,정기,0.32,37.98,1
40대,,정기,0.81,111.18,2
50대,,정기,0.28,30.89,1
20대,F,정기,6.01,483.33,6
30대,F,정기,12.82,1339.08,23
40대,F,정기,2.81,311.76,4
50대,F,정기,8.03,794.67,4
기타,F,정기,18.41,1494.48,16
20대,M,정기,1.07,136.75,5
30대,M,정기,10.69,1503.64,12
40대,M,정기,11.19,1366.6,24
50대,M,정기,2.55,330.66,7
60대,M,정기,2.65,285.97,5
70대이상,M,정기,0.12,14.46,1
기타,M,정기,0.56,86.15,1
70대이상,F,단체,0.62,78.72,2
기타,,일일(비회원),5.21,578.36,2
10대,,일일(회원),0.87,94.25,4
20대,,일일(회원),7.57,935.66,11
30대,,일일(회원),0.7,96.26,3
60대,,일일(회원),0.32,37.14,1
기타,,일일(회원),0.1,9.74,1
20대,F,일일(회원),5.68,589.6,9
30대,F,일일(회원),1.1,114.86,2
기타,F,일일(회원),1.07,118.7,1
10대,M,일일(회원),0.72,82.09,2
20대,M,일일(회원),3.59,384.16,3
30대,M,일일(회원),0.51,68.26,2
40대,M,일일(회원),0,0,2
기타,M,일일(회원),0,0,1
10대,,정기,2.75,307.53,10
20대,,정기,24.27,2934.36,66
30대,,정기,7.99,979.65,31
40대,,정기,6.71,712.29,14
50대,,정기,1.86,226.77,9
60대,,정기,0.49,57.35,2
기타,,정기,0.5,52.05,3
20대,,정기,1.04,110.78,5
30대,,정기,0.73,62.17,3
10대,F,정기,0.27,29.6,4
20대,F,정기,3.28,360.75,18
30대,F,정기,8.97,825.57,35
40대,F,정기,4.75,443.5,13
50대,F,정기,2.28,229.27,14
60대,F,정기,5.06,510.92,11
기타,F,정기,0.67,74.65,3
10대,M,정기,0.21,25.68,1
20대,M,정기,12.79,1640.16,31
30대,M,정기,5.1,585.23,18
40대,M,정기,1.59,200.35,3
50대,M,정기,6.88,843.53,16
60대,M,정기,2.53,288.96,5
기타,M,정기,8.29,1015.95,19
기타,F,단체,0.54,23.77,2
기타,,일일(비회원),0.66,73.1,2
10대,,일일(회원),0.59,54.31,2
20대,,일일(회원),2.45,265.16,10
30대,,일일(회원),1.25,154.57,4
40대,,일일(회원),4.98,647.98,2
20대,,일일(회원),2.14,256.15,3
30대,,일일(회원),0.87,81.53,1
20대,F,일일(회원),3.11,294.76,7
30대,F,일일(회원),0,0,1
40대,F,일일(회원),0.56,55.35,1
50대,F,일일(회원),1.19,128.68,2
기타,F,일일(회원),0.52,47.57,2
20대,M,일일(회원),3.52,394.01,9
30대,M,일일(회원),2.17,249.42,5
기타,M,일일(회원),1.06,175.03,3
10대,,정기,0,0,1
20대,,정기,16.6,1439.34,53
30대,,정기,14.45,1880.78,50
40대,,정기,5.1,572.43,15
50대,,정기,5.43,653.62,18
60대,,정기,3.13,354.04,14
기타,,정기,1.42,158.04,5
20대,,정기,0.47,58.16,2
30대,,정기,1.11,139.42,2
40대,,정기,4.71,594.36,7
50대,,정기,1.92,263.64,6
10대,F,정기,0.48,66.21,1
20대,F,정기,5.68,603.22,19
30대,F,정기,8.64,905.96,30
40대,F,정기,15.58,1675.1,27
50대,F,정기,2.57,224.33,10
기타,F,정기,1.13,111.26,6
10대,M,정기,1.84,204.02,8
20대,M,정기,20.75,2349.21,51
30대,M,정기,13.8,1970.98,55
40대,M,정기,3.74,495.51,13
50대,M,정기,2.54,357.05,4
60대,M,정기,2.32,260.05,5
기타,M,정기,5.17,638.43,16
기타,,일일(비회원),1.5,167.15,3
10대,,일일(회원),1.55,129.19,3
20대,,일일(회원),7.26,756.85,15
30대,,일일(회원),2.65,378.5,3
40대,,일일(회원),0.24,29.72,2
60대,,일일(회원),0.2,24.74,1
기타,,일일(회원),0.37,46.59,1
20대,,일일(회원),0.16,18.02,1
10대,F,일일(회원),0,0,3
20대,F,일일(회원),2.79,297.98,8
30대,F,일일(회원),1.07,101.06,2
기타,F,일일(회원),1.05,112.74,3
10대,M,일일(회원),0.62,69.24,1
20대,M,일일(회원),2.58,300.96,11
30대,M,일일(회원),1.43,178.97,6
40대,M,일일(회원),1.03,144.18,2
50대,M,일일(회원),0,0,1
60대,M,일일(회원),0,0,1
기타,M,일일(회원),4.09,469.16,5
10대,,정기,1,99.71,2
20대,,정기,41.91,4925.34,102
30대,,정기,15.63,1756.4,59
40대,,정기,9.85,1198.86,42
50대,,정기,6.58,771.24,24
60대,,정기,3.07,362.85,10
70대이상,,정기,4.33,482.27,15
기타,,정기,4.43,495.91,18
20대,,정기,7.39,868.79,18
30대,,정기,1.11,119.89,7
40대,,정기,4.94,678.45,6
50대,,정기,0.37,43.29,2
10대,F,정기,1.69,176.79,7
20대,F,정기,42.34,4571.11,43
30대,F,정기,18.91,1771.88,39
40대,F,정기,16.78,1491.63,48
50대,F,정기,1.3,121.36,4
기타,F,정기,11.82,1199.59,40
10대,M,정기,0.17,17.07,2
20대,M,정기,28.3,3580.66,123
30대,M,정기,15.99,2041.94,51
40대,M,정기,13.08,1665,34
50대,M,정기,4.61,617.99,26
60대,M,정기,12.67,1451.64,64
70대이상,M,정기,0.57,60.52,3
기타,M,정기,14.44,1724.12,48
40대,,단체,1.27,141.45,2
기타,,일일(비회원),0.2,22.65,2
20대,,일일(회원),8.02,842.24,25
30대,,일일(회원),5.66,626.84,9
40대,,일일(회원),1.22,166.74,4
기타,,일일(회원),2.12,263.17,5
20대,,일일(회원),2.02,207.54,2
10대,F,일일(회원),0.62,73.81,2
20대,F,일일(회원),4.74,474.65,13
30대,F,일일(회원),4.2,373.63,9
50대,F,일일(회원),0.19,21.36,2
기타,F,일일(회원),1.66,138.46,2
10대,M,일일(회원),0.64,71.74,4
20대,M,일일(회원),7.59,951.52,24
30대,M,일일(회원),2.66,321.25,5
40대,M,일일(회원),2.08,253.55,4
50대,M,일일(회원),0.57,74.67,2
60대,M,일일(회원),0,0,1
기타,M,일일(회원),2.76,325.73,7
10대,,정기,1.74,198.5,6
20대,,정기,29.64,3183.61,129
30대,,정기,21.52,2482.27,81
40대,,정기,4.99,581.65,12
50대,,정기,1.26,132.7,7
60대,,정기,7.56,990.41,12
기타,,정기,3.85,417.56,17
20대,,정기,6.31,715.33,19
30대,,정기,0.58,68.57,2
40대,,정기,0.97,134.86,7
50대,,정기,0.22,25.42,1
60대,,정기,0.25,29.08,1
10대,F,정기,0.53,46.97,3
20대,F,정기,16.69,1497.21,48
30대,F,정기,45.85,4528.2,100
40대,F,정기,10.65,902.96,27
50대,F,정기,1.45,157.58,6
60대,F,정기,2.34,254.5,3
70대이상,F,정기,1.85,208.93,6
기타,F,정기,1.6,156.2,9
10대,M,정기,16.43,1752.77,32
20대,M,정기,34.38,4080.74,112
30대,M,정기,38.8,3669.89,98
40대,M,정기,8.9,1116.5,24
50대,M,정기,7.1,936.68,17
60대,M,정기,1.48,207.41,3
70대이상,M,정기,15.5,1983.39,12
기타,M,정기,9.79,1223.07,19
40대,F,단체,1.85,167.69,4
기타,,일일(비회원),3.88,430.22,3
10대,,일일(회원),0,0,1
20대,,일일(회원),5.11,594.38,11
30대,,일일(회원),5.29,623.04,9
40대,,일일(회원),0,0,1
20대,,일일(회원),0,0,1
20대,F,일일(회원),6.52,616.68,8
30대,F,일일(회원),1.83,171.47,4
40대,F,일일(회원),0.96,142.24,2
기타,F,일일(회원),0.91,80.46,3
10대,M,일일(회원),6.13,702.35,12
20대,M,일일(회원),2.95,349.1,6
30대,M,일일(회원),2.12,258.41,5
40대,M,일일(회원),1.91,291.11,4
50대,M,일일(회원),7.75,966.23,4
기타,M,일일(회원),2.23,305.08,1
10대,,정기,1.77,196.19,5
20대,,정기,10.18,1118.64,27
30대,,정기,23.58,2683.07,65
40대,,정기,4,519.8,8
50대,,정기,9.55,1039.06,13
60대,,정기,2.12,184.73,3
기타,,정기,1.62,178.71,2
20대,,정기,0,0,1
30대,,정기,6.09,805.85,7
40대,,정기,0.35,47.86,1
10대,F,정기,2.01,170.78,4
20대,F,정기,10.66,1076.75,39
30대,F,정기,2.26,201.89,7
40대,F,정기,2.37,230.55,7
50대,F,정기,1.13,86.78,1
기타,F,정기,2.24,200.52,6
10대,M,정기,10.12,1300.82,19
20대,M,정기,3.92,537.38,7
30대,M,정기,21.09,2635.65,39
40대,M,정기,5.73,502.11,12
50대,M,정기,8.82,1118.03,31
70대이상,M,정기,2.76,389,6
기타,M,정기,9.33,1066.17,31
기타,,일일(비회원),0.87,96.9,1
10대,,일일(회원),1.06,108.78,2
20대,,일일(회원),9.66,990.43,37
30대,,일일(회원),5.58,694.7,13
40대,,일일(회원),2.25,276.81,5
50대,,일일(회원),0.5,50.55,1
기타,,일일(회원),1.7,188.21,1
20대,,일일(회원),3.19,386.16,8
30대,,일일(회원),0.94,108.48,2
20대,F,일일(회원),8.9,855.37,21
30대,F,일일(회원),0.11,12.61,5
40대,F,일일(회원),2.52,222.27,3
기타,F,일일(회원),1.85,154.88,5
10대,M,일일(회원),0.23,25.48,1
20대,M,일일(회원),4.74,571.01,13
30대,M,일일(회원),2.54,320.05,11
40대,M,일일(회원),2.31,289.2,5
50대,M,일일(회원),0.3,32.85,1
기타,M,일일(회원),3.3,483,8
10대,,정기,0.36,45.74,1
20대,,정기,43.44,4617.43,137
30대,,정기,39.76,4539.39,107
40대,,정기,14.3,1484.29,32
50대,,정기,12.69,1390.5,26
60대,,정기,1.43,175.45,4
기타,,정기,4.85,533,15
20대,,정기,12.54,1269.45,53
30대,,정기,4.83,561.5,9
50대,,정기,0,0,1
20대,F,정기,28.8,2810.94,93
30대,F,정기,23.9,2413.35,86
40대,F,정기,2.4,237.39,17
50대,F,정기,2.99,283.69,12
60대,F,정기,2.22,170.54,3
기타,F,정기,16.64,1801.58,47
10대,M,정기,1.79,198.39,6
20대,M,정기,29.25,3416.01,105
30대,M,정기,25.04,3151.29,87
40대,M,정기,8.13,1068.24,26
50대,M,정기,11.7,1462.29,22
60대,M,정기,4.67,536.83,15
70대이상,M,정기,0.15,21.69,1
기타,M,정기,21.4,2898.8,53
40대,M,단체,1.07,134.33,2
기타,,일일(비회원),3.66,406.09,5
10대,,일일(회원),0,0,1
20대,,일일(회원),3.94,425.27,14
30대,,일일(회원),3.01,350.23,5
40대,,일일(회원),0.29,32.39,2
기타,,일일(회원),1.8,268.31,4
60대,,일일(회원),1.05,127.65,1
10대,F,일일(회원),2.37,227.68,9
20대,F,일일(회원),13.65,1307.51,23
30대,F,일일(회원),6.56,566.79,19
40대,F,일일(회원),0.19,15.84,2
60대,F,일일(회원),0.22,16.75,1
기타,F,일일(회원),6.05,656.98,18
10대,M,일일(회원),2.4,283.09,9
20대,M,일일(회원),7.77,990.91,19
30대,M,일일(회원),4.77,601.23,9
40대,M,일일(회원),1.3,176.42,3
50대,M,일일(회원),0.88,108.3,2
70대이상,M,일일(회원),0.86,95.74,1
기타,M,일일(회원),2.64,320.03,4
10대,,정기,0.16,17.25,1
20대,,정기,22.34,2533.11,76
30대,,정기,4.85,507.62,24
40대,,정기,4.3,546.57,15
50대,,정기,14.65,1711.99,29
60대,,정기,1.71,202.82,4
70대이상,,정기,0,0,1
기타,,정기,1.51,148.84,15
20대,,정기,2.52,308.93,5
30대,,정기,1.51,203.97,1
50대,,정기,0.07,8.96,1
10대,F,정기,0.7,65.37,6
20대,F,정기,7.83,824.84,27
30대,F,정기,18.26,1999.91,34
40대,F,정기,0.79,78.16,2
50대,F,정기,8.29,881.08,8
기타,F,정기,4.7,436.86,29
10대,M,정기,0.37,48.87,3
20대,M,정기,7.83,1064.75,17
30대,M,정기,15.39,1906.75,41
40대,M,정기,12.49,1708.06,39
50대,M,정기,4.89,577.21,9
60대,M,정기,1.45,174.59,7
기타,M,정기,3.9,438.66,13
기타,,일일(비회원),0.79,87.78,2
20대,,일일(회원),11.41,1236.73,13
40대,,일일(회원),1.32,178.01,1
20대,,일일(회원),0.59,65.19,2
10대,F,일일(회원),0.19,21.36,3
20대,F,일일(회원),0.1,10.98,1
40대,F,일일(회원),0,0,1
기타,F,일일(회원),1.35,127.09,1
10대,M,일일(회원),3.13,346.72,3
20대,M,일일(회원),9.6,1026.85,7
30대,M,일일(회원),1.11,158.21,3
40대,M,일일(회원),0.25,33.47,1
50대,M,일일(회원),1.74,249.48,1
기타,M,일일(회원),0.63,78.65,6
10대,,정기,0.38,40.91,3
20대,,정기,7.47,949.46,33
30대,,정기,0.21,24.67,1
40대,,정기,4.81,572.51,12
50대,,정기,0.15,16.22,1
60대,,정기,0,0,1
기타,,정기,0,0,1
20대,,정기,1.85,213.45,9
60대,,정기,0.12,13.64,1
10대,F,정기,1.75,136.19,14
20대,F,정기,1.93,207.39,8
30대,F,정기,3.8,421.62,3
40대,F,정기,3.12,270.46,10
50대,F,정기,1.54,170.09,4
60대,F,정기,8.3,920.04,11
기타,F,정기,2.9,317.84,9
20대,M,정기,2.32,253.12,5
30대,M,정기,0.28,33.05,1
40대,M,정기,14.83,1759.98,21
50대,M,정기,4.11,532.69,9
70대이상,M,정기,33.06,3667.42,26
기타,M,정기,0.54,63.76,5
기타,,일일(비회원),2.22,245.82,6
10대,,일일(회원),1.03,112.85,2
20대,,일일(회원),19.06,2311.43,42
30대,,일일(회원),4.38,471.85,7
40대,,일일(회원),1.2,133.18,3
기타,,일일(회원),0.76,83.9,2
20대,,일일(회원),0.9,84.94,2
10대,F,일일(회원),1.24,104.64,5
20대,F,일일(회원),6.88,745.88,18
30대,F,일일(회원),3.69,370.39,7
40대,F,일일(회원),0.97,97.54,3
50대,F,일일(회원),0.29,32.38,1
기타,F,일일(회원),4.01,361.2,6
10대,M,일일(회원),2.09,233.04,7
20대,M,일일(회원),12.87,1463.75,19
30대,M,일일(회원),1.52,203.42,6
40대,M,일일(회원),2.02,271.3,4
50대,M,일일(회원),1.86,226.83,2
기타,M,일일(회원),1.26,140.33,5
10대,,정기,1.03,114.8,2
20대,,정기,31.87,3361.77,94
30대,,정기,19.04,2335.61,59
40대,,정기,10.94,1304.63,17
50대,,정기,6.25,566.55,11
60대,,정기,5.46,619.18,21
기타,,정기,3.22,317.47,12
20대,,정기,1.9,204.87,7
30대,,정기,3.29,662.89,8
40대,,정기,3.65,412.1,6
10대,F,정기,0.16,17.46,1
